"scenario","year","trials","biomass","species"
"RCP 8.5",2050,"./mc_output_trial0002",1.089565,"Haemulidae"
"Status quo",2050,"./mc_output_trial0002",0.5391849,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0002",0.4794647,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0002",0.3165996,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0002",0.1815506,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0003",0.3410874,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0003",0.2608509,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0003",0.2121271,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0003",0.2528703,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0003",4.068869,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0003",2.108224,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0003",3.532272,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0003",4.364582,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0003",1.878302,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0003",1.974016,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0003",1.559194,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0003",1.6546,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0003",0.3996656,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0003",0.5344778,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0003",0.5104941,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0003",0.4033953,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0003",2.686168,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0003",3.292257,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0003",3.357028,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0003",2.956597,"Carangidae"
"Status quo",2050,"./mc_output_trial0003",11.23739,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0003",8.212792,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0003",7.397797,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0003",8.3269,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0003",0.3647459,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0003",0.4567885,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0003",0.3990558,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0003",0.4086088,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0003",0.17248,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0003",0.07841685,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0003",0.0280463,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0003",0.06118365,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0003",0.9851027,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0003",0.8361576,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0003",0.8426289,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0003",0.8272955,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0003",1.51342,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0003",1.187146,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0003",1.17371,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0003",1.046008,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0003",0.6041877,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0003",0.5248503,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0003",0.4743016,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0003",0.503042,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0003",0.4381126,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0003",0.4449005,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0003",0.369028,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0003",0.3250473,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0003",1.468625,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0003",1.803895,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0003",1.061798,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0003",0.8244395,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0003",3.102922,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0003",3.199122,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0003",3.242927,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0003",2.802235,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0003",0.8548552,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0003",1.173003,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0003",1.009584,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0003",0.9865759,"Haemulidae"
"Status quo",2050,"./mc_output_trial0003",0.614117,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0003",0.2693327,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0003",0.2367053,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0003",0.1777869,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0004",0.3491871,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0004",0.3551633,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0004",0.325097,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0004",0.2619565,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0004",2.435657,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0004",2.541471,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0004",2.281672,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0004",2.056823,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0004",1.780047,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0004",1.770329,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0004",1.528995,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0004",1.481368,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0004",0.3655047,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0004",0.5195732,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0004",0.5109671,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0004",0.3637015,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0004",2.503307,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0004",3.345837,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0004",3.657374,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0004",3.178176,"Carangidae"
"Status quo",2050,"./mc_output_trial0004",8.570418,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0004",8.407498,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0004",8.011858,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0004",8.084215,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0004",0.5160556,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0004",0.405008,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0004",0.505479,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0004",0.3781895,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0004",0.1850008,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0004",0.09677052,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0004",0.05332084,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0004",0.01728061,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0004",1.206183,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0004",0.9798585,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0004",1.027279,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0004",0.8568735,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0004",1.438213,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0004",1.310858,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0004",1.198006,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0004",1.039382,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0004",0.5582235,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0004",0.6161186,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0004",0.516219,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0004",0.4998831,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0004",0.4501601,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0004",0.4258864,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0004",0.3966213,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0004",0.330351,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0004",1.143811,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0004",1.135349,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0004",1.239785,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0004",1.316359,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0004",2.780684,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0004",2.809936,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0004",3.007432,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0004",2.694859,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0004",1.077565,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0004",1.20022,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0004",1.024917,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0004",0.9305254,"Haemulidae"
"Status quo",2050,"./mc_output_trial0004",0.2987131,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0004",0.2712911,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0004",0.2031304,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0004",0.2170965,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0005",0.2233546,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0005",0.2865491,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0005",0.3067304,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0005",0.2920806,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0005",3.189867,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0005",1.776942,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0005",3.364032,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0005",1.792672,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0005",1.776293,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0005",1.694649,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0005",1.576709,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0005",1.394651,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0005",0.3795484,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0005",0.4628992,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0005",0.4564612,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0005",0.3441132,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0005",2.765435,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0005",3.381251,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0005",2.922969,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0005",3.028695,"Carangidae"
"Status quo",2050,"./mc_output_trial0005",10.28946,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0005",10.26192,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0005",9.524988,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0005",7.307612,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0005",0.4795932,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0005",0.4558464,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0005",0.4036097,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0005",0.3359365,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0005",0.1851505,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0005",0.03549087,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0005",0.0741366,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0005",0.05981765,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0005",0.8934358,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0005",0.7617071,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0005",0.9370809,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0005",0.7700019,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0005",1.354321,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0005",1.355576,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0005",1.252225,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0005",1.012488,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0005",0.5716052,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0005",0.5522493,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0005",0.5895994,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0005",0.4618641,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0005",0.4698901,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0005",0.4440396,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0005",0.3841339,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0005",0.3382558,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0005",1.099418,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0005",1.658539,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0005",1.023766,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0005",1.601989,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0005",2.864581,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0005",3.141555,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0005",3.342113,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0005",3.004416,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0005",1.076532,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0005",1.116101,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0005",1.011579,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0005",1.065045,"Haemulidae"
"Status quo",2050,"./mc_output_trial0005",0.3964087,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0005",0.3239699,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0005",0.2720408,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0005",0.1838404,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0006",0.2805663,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0006",0.3131568,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0006",0.2381932,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0006",0.1967315,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0006",2.230151,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0006",2.290974,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0006",2.135298,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0006",1.833712,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0006",1.859764,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0006",1.834329,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0006",1.538754,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0006",1.42977,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0006",0.4368746,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0006",0.5106765,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0006",0.4105867,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0006",0.3852786,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0006",2.877075,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0006",3.136644,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0006",3.203335,"Carangidae"
