"scenario","year","trials","biomass","species"
"RCP 8.5",2100,"./mc_output_trial0001",3.835176e-08,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0001",2.840397,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0001",3.414553,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0001",2.925387,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0001",0.1120308,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0001",0.9631141,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0001",1.382836,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0001",0.9657709,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0001",0.5184299,"Haemulidae"
"Status quo",2100,"./mc_output_trial0001",0.5757,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0001",0.2912348,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0001",0.06958292,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0001",2.285246e-18,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0002",0.4141994,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0002",0.5947073,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0002",0.2443316,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0002",7.309704e-05,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0002",3.036662,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0002",2.867029,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0002",1.19889,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0002",0.03456764,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0002",1.686427,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0002",1.647993,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0002",1.12223,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0002",2.287542e-05,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0002",0.4738297,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0002",0.3879305,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0002",0.278532,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0002",0.01098559,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0002",3.169302,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0002",3.513451,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0002",2.692788,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0002",0.4242202,"Carangidae"
"Status quo",2100,"./mc_output_trial0002",7.367119,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0002",9.02214,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0002",7.994738,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0002",0.7403867,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0002",0.4050218,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0002",0.3993729,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0002",0.4192011,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0002",0.04524446,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0002",0.1079255,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0002",0.03821027,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0002",0.05292092,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0002",1.008173e-08,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0002",0.8679641,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0002",0.7652011,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0002",1.053531,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0002",0.3318971,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0002",1.638928,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0002",1.431383,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0002",0.9517519,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0002",4.813769e-05,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0002",0.7169448,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0002",0.554069,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0002",0.4259239,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0002",0.01449113,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0002",0.4226933,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0002",0.4116964,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0002",0.2855519,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0002",2.447227e-05,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0002",2.183561,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0002",8.970637,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0002",2.083583,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0002",0.001206158,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0002",3.519043,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0002",3.358199,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0002",3.264385,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0002",1.133714,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0002",0.9854648,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0002",1.139646,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0002",1.043176,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0002",0.4463302,"Haemulidae"
"Status quo",2100,"./mc_output_trial0002",0.5391902,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0002",0.4871334,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0002",0.1328861,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0002",2.1055e-17,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0003",0.341107,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0003",0.259551,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0003",0.150343,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0003",1.233146e-05,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0003",4.0698,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0003",2.095184,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0003",2.913889,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0003",1.152045,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0003",1.878317,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0003",1.970268,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0003",1.139001,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0003",8.953624e-08,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0003",0.3996494,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0003",0.5352495,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0003",0.4320054,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0003",0.003097557,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0003",2.686186,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0003",3.308007,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0003",3.161446,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0003",0.1989337,"Carangidae"
"Status quo",2100,"./mc_output_trial0003",11.23737,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0003",8.213321,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0003",6.440061,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0003",0.7162082,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0003",0.3647444,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0003",0.4582286,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0003",0.3502851,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0003",0.1053864,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0003",0.1724825,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0003",0.07805189,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0003",0.001064969,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0003",1.647631e-05,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0003",0.9851033,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0003",0.8399501,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0003",0.7800888,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0003",0.4197666,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0003",1.513426,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0003",1.196642,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0003",0.9578794,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0003",0.001044657,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0003",0.6041782,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0003",0.5281896,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0003",0.3736906,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0003",0.02584338,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0003",0.4381056,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0003",0.444709,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0003",0.2711417,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0003",3.961785e-05,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0003",1.468614,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0003",1.811759,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0003",0.8830538,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0003",1.314073e-06,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0003",3.102947,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0003",3.201639,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0003",3.183235,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0003",0.6292507,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0003",0.8548564,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0003",1.178015,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0003",1.014969,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0003",0.2774567,"Haemulidae"
"Status quo",2100,"./mc_output_trial0003",0.6141185,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0003",0.2733516,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0003",0.05524312,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0003",1.356102e-15,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0004",0.3492129,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0004",0.3540027,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0004",0.250485,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0004",7.195125e-05,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0004",2.435799,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0004",2.52494,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0004",1.794433,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0004",0.06689596,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0004",1.780039,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0004",1.767282,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0004",1.122305,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0004",4.97045e-06,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0004",0.3654864,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0004",0.5204795,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0004",0.4472847,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0004",0.001124292,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0004",2.503309,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0004",3.360092,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0004",3.464293,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0004",0.6670927,"Carangidae"
"Status quo",2100,"./mc_output_trial0004",8.570418,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0004",8.410639,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0004",6.913038,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0004",0.8070853,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0004",0.5160561,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0004",0.4065645,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0004",0.4347326,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0004",0.21882,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0004",0.1850027,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0004",0.09652734,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0004",0.009602829,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0004",7.125778e-05,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0004",1.206185,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0004",0.9856941,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0004",0.9600658,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0004",0.265202,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0004",1.43821,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0004",1.321973,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0004",0.947998,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0004",0.0003017719,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0004",0.5582129,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0004",0.6185754,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0004",0.426287,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0004",0.007173319,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0004",0.4501533,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0004",0.4254693,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0004",0.2909999,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0004",0.0002822074,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0004",1.143803,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0004",1.151067,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0004",1.190058,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0004",0.08906516,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0004",2.780682,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0004",2.812797,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0004",3.031048,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0004",0.1792712,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0004",1.077559,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0004",1.205018,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0004",1.010878,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0004",0.6183535,"Haemulidae"
"Status quo",2100,"./mc_output_trial0004",0.2987141,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0004",0.275903,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0004",0.04594875,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0004",7.993829e-19,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0005",0.2233598,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0005",0.2844908,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0005",0.2154648,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0005",6.786113e-05,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0005",3.189867,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0005",1.763878,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0005",2.815223,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0005",0.1608767,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0005",1.776293,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0005",1.688094,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0005",1.062595,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0005",2.717562e-07,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0005",0.3795459,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0005",0.4643344,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0005",0.3779875,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0005",0.01654268,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0005",2.765434,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0005",3.397382,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0005",2.691704,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0005",0.4320931,"Carangidae"
"Status quo",2100,"./mc_output_trial0005",10.28946,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0005",10.26402,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0005",8.181637,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0005",0.7965223,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0005",0.4795932,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0005",0.4576904,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0005",0.3676862,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0005",0.1329545,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0005",0.1851509,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0005",0.03357652,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0005",0.02896965,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0005",1.27985e-07,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0005",0.8934358,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0005",0.7666762,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0005",0.9086049,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0005",0.4308684,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0005",1.354319,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0005",1.366946,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0005",0.9858541,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0005",0.000361489,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0005",0.5716026,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0005",0.5552788,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0005",0.495668,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0005",0.02538465,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0005",0.4698887,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0005",0.4445854,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0005",0.2846958,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0005",7.036652e-05,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0005",1.099418,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0005",1.666807,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0005",0.7874329,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0005",0.4702983,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0005",2.864581,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0005",3.15521,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0005",3.205384,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0005",0.3185615,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0005",1.076532,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0005",1.121978,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0005",0.9737913,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0005",0.03105119,"Haemulidae"
"Status quo",2100,"./mc_output_trial0005",0.396409,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0005",0.328999,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0005",0.1061772,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0005",1.210713e-16,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0006",0.2805623,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0006",0.3117703,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0006",0.1524492,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0006",1.623655e-05,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0006",2.230158,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0006",2.278927,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0006",1.548559,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0006",0.342551,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0006",1.85976,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0006",1.83163,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0006",0.9801543,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0006",0.0003432799,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0006",0.436875,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0006",0.5125065,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0006",0.3169293,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0006",0.004575785,"Cephalopholis fulva"
